Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
WONDERFUL EXPERIENCE,"Even though my stay was brief, i enjoyed each bit of it. The hotel location is superb and serene with thumbs up facilities. It a great place to stay. The way the room is set puts you in another state of reality plus a feel of natural life..Overall it was quite the experience..",July 2017,,,wrote a review Jul 2017,"ikeja, Nigeria",['1 contribution'],50,[]
Home away from Home,"I am Canadian, and have lived in West Africa for the past 2 years so small things like wifi that is not always 100% perfect, lights going off for a few minutes until the back up generator comes on, or other minor inconveniences, don't phase me . In this case I was looking for a longer term stay (1 month +) with convenient location to my office at an affordable price. I was very happy with my stay and could happily have lived at the hotel for the long term. The rooms are comfortable, the restaurant had a full menu with all items available on it (not always the case in Africa!) and an accommodating chef who was happy to add vegetables to my meal when I asked for them. There is also a nice poolside area to sit and relax or have a bite to eat.  But the best thing about the hotel was",November 2016,,,wrote a review Jan 2017,"Ikeja, Nigeria","['8 contributions', '4 helpful votes']",40,[]
Thinking,"Thank you guys. The hotel is good and the service and the service givers are equally good. The environment is neat,and we enjoyed our stay. The hotel has everything that we make you comfortable when you are away from home.",August 2016,,,wrote a review Aug 2016,"OGDEN, United States",['1 contribution'],40,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Staff,"The staff offered incredible service and were an absolute pleasure to work with! Especially Solomon. I would recommend this hotel to future travelers. Great hotel if you have a flight layover, as they will coordinate a driver to pick you up and drop you off.",June 2016,,,wrote a review Jun 2016,"Atlanta, Georgia","['4 contributions', '2 helpful votes']",50,[]
Very Disappointing,"I chose the Best Western as although it is a budget brand you can usually rely on a level of quality. Unfortunately this is not true at the Starfire. I stayed for two nights.   My room was very small however this is not unusual in budget hotels. It did have possibly the smallest window I have ever seen in a hotel. This was compounded by the fact that the circuit breaker to my room tripped out approximately every 2 hours throughout my stay. I would then have to call reception for it to be fixed.   On my return from business on the second day around 4pm my room had still not been made up. Apparently the electronic key I had was the only one available so they couldn't do it while I was out.   Breakfast is reasonable for Lagos, facilities in the room worked. Dinner was good although",April 2016,,,wrote a review Apr 2016,"Ikoyi, Nigeria","['21 contributions', '20 helpful votes']",10,[]
Accommodation on a budget,"This is a small hotel with limited facilities, the staff were very friendly and helpful, but definite lack of attention to detail in the hotel. The water pressure was low, wifi sketchy and the generator took a long time to get up and running so you are often left in the dark. The food is generous but simple with limited choices. The gym is a room with poor equipment.",November 2015,,,wrote a review Nov 2015,"Johannesburg, South Africa","['87 contributions', '25 helpful votes']",20,[]
nice,excellent customer service....cant fault them at all......willing to go the extra mile to accommodate my requests.....really impressed....and because i had been to the hotel....i was recognised and accorded a warm welcome...,October 2015,,,wrote a review Oct 2015,"london, United Kingdom",['2 contributions'],40,[]
Terrible and rude staff,"Never again! Internet did not work the entire time and the tomb like concrete walls didn't allow for cell phone or modem connection either! Staff was incredibly rude and incompetent, check out was such a disaster that I missed my flight.",July 2015,,,wrote a review Jul 2015,"Abuja, Nigeria",['1 contribution'],10,[]
Like a family Home.,"Viewed from outside, the company look more like a family home. I arrived from the Middle East tired and worn out.The design of the entry lobby is so tight that i was barely able to move out of the cab. However, the warmly welcome and glass of juice from Jonah was more than soothing. I was given an option of upper floor or ground floor, i chose to go up. Very compact room, but the bathroom was ok. never had time to taste their food as I left much earlier before the restaurant could open at 06.00 am; there was generous supply of tea, sugar n milk though. One positive: the internet!",April 2015,,,wrote a review Apr 2015,"Lagos, Nigeria","['27 contributions', '32 helpful votes']",30,[]
Pool closed,"In the heat of lagos relaxing in a pool was my motivation for booking the hotel. But on arrival the pool was out of order and the man at the desk, Nosa did not know where I could find a pool nearby. Suggestions, please tell travelers online that your hotel is under renovations or at least offer an alternative close enough since there are other hotels in the vicinity. On your staff, at breakfast I noticed the lady on her laptop watching a movie and giggling. The only help she offered was when I had a question and she went back to her movie. As soon as the manager(looks like a manager) walked in the staff quickly began to look useful. The breakfast was good, small selection but yam and eggs, plantain. But why just two lonely looking rolls at 6:45 am? For lunch, we ordered as a",February 2015,,,wrote a review Feb 2015,"Chicago, Illinois, United States","['14 contributions', '2 helpful votes']",30,[]
Convenience and Style,"I really use this hotel a lot whenever I have a private mission in Ikeja Lagos.  The safety is good, the environment and rooms are quiet enough, and the service is fair.  On the whole, the hotel is a fair value for money.",August 2014,,,wrote a review Nov 2014,"Lagos, Nigeria","['208 contributions', '77 helpful votes']",30,[]
Nice hotel,"Whenever I have any official visit to Lagos, Star-fire has been the choice of my company. I have stayed there several times and has all been pleasant memories. Even when I left behind a valuable personal effect, it was kept for me and was glad to always remember such a good gesture from the hotel. The staff are good and check-in and check-out processes are excellent.",June 2014,,,wrote a review Aug 2014,Mozimboa Da Praia,"['3 contributions', '2 helpful votes']",30,[]
"""We try harder...mostly""","I have stayed here several times, and while the  Starfire is expensive by most standards, not really by Lagos's. It would be, at best, a 3-star by any international standard, but they do at least try hard. Management is pleasant and present, and staff are mostly helpful (although they are occasionally slow, absent and/or dismissive). Rooms are patchy too, literally...though not very old, the shoddy (Chinese ?) workmanship and fittings have not worn well. I had a maintenance issue which was well attended to. Be warned, the Nigerian taste in mattresses is super-firm. I see another review moans about the towels - they have improved recently. The pool area is nice enough. WiFi is fairly good. Food is adequate, but mostly steeply priced (a steak is around US$50). Close to the airport",July 2014,,,wrote a review Jul 2014,"Johannesburg, South Africa","['118 contributions', '75 helpful votes']",30,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Bad Choice for the Buck!,"We were initially excited that there was a BW hotel in Nigeria and expected the quality of service we have typically received in the States but were shocked upon arrival.  1. After a 13 hour flight, we were told to wait (about 45 minutes) in the lobby because they could only find 1 of 2 reservations that we made.  2. The rooms they finally got us into was not fully ready, the bath was not running hot water and the faucet was broken. The internet and power was sporadic.  3. On two occasions (in one day) we found large live roaches in both bathrooms.  4. At check out they would not accept our Amex which was used to book the reservation. They would not accept $$$ we had stating they were printed before 2006 (don't ask because I still dont get it). They would not help to figure",June 2014,,,wrote a review Jun 2014,"Omaha, Nebraska, United States",['1 contribution'],20,[]
Pleasant Surprise,"I stayed at this hotel for 2 nights in June 2014 as part of a company of guests attending a conference nearby. A very comfortable stay, courteous staff. I was pleasantly surprised as I have driven past this hotel several times and did not realise what a gem it is. My room was very large and  very comfortable although I had issues getting hot water to have a shower. I complained and was immediately given access to a nearby room to have my shower while the water heater in my room was being fixed. All in all it is a comfortable hotel and I would choose it again.",June 2014,,,wrote a review Jun 2014,"Lagos, Nigeria","['128 contributions', '53 helpful votes']",40,[]
Safe,"A real budget hotel.  The highest point goes to its location: Ikeja GRA nice with a perception of safety and really close to the airport. For these reasons only I may return. Everything else is on a really stringent/ tight budget: shower cubicle which is really tiny, towels which are almost threadbare and well past their service time.  And lastly breakfast: the bacon was very very gone!!!! Rotten.  Attentive apologetic staff though.",May 2014,,,wrote a review May 2014,"Johannesburg, South Africa","['18 contributions', '23 helpful votes']",30,[]
Modernised Hotel,"I have stayed at the Starfire when travelling in and out of Lagos for work for over three years now. It has come a long way since my first stay. It now has a best Western franchise and it is of a good standard for Lagos. The Starfire is not a large hotel, it has a personal feel to it, the service is very good, The rooms have everything you would require, but the standard of finish is poor when closely looked at, i.e paint work, tiles and grouting, ,wiring, etc but it is getting better.  The menu has been upgraded, but do not expect the same standard of food as you would get in a modern European hotel, breakfast can be unappetising. There is a small swimming pool which is very private and peaceful. There is a terrace bar being completed but as yet there is no access to it apart",February 2014,,,wrote a review Mar 2014,"Cramlington, United Kingdom","['42 contributions', '48 helpful votes']",40,[]
Decent Hotel;Good staff,"Stayed over night for a business trip.A bit costly on world standards, but I guess that's the way Lagos is. Service was very good.No elevators was a minus point. Didn't face any power cuts.Only problem was I couldn't keep the AC running in the room,as the power operated with the chip of the Key card.So once you are back from heat, it takes some time for the AC to cool down. Wi-fi was good in the room, didn't face any issues. Dinner buffet was a bit below average for the cost of around $40, but breakfast was good. Over all better than some other hotels in the vicinity.Actually would rate it a tad below four out of five",February 2014,,,wrote a review Feb 2014,"Mumbai, India","['80 contributions', '30 helpful votes']",40,[]
A true Staircase hotel . . .,"This Best Western hotel in Lagos has a wrong name. It should be Stairfire – not Starfire.   Hmm . . . Where to start? The Stairfire hotel is located within a good looking resort place with a nice and somewhat spacious rooms and a friendly staff. Close to the international and local airport in Lagos and a good system with complimentary pickup for a driver who deserves tip! It’s a fairly new hotel, so it looks nice and inviting.  BUT: This hotel should be named STAIRfire – as there are no elevators, and the guests have to carry their luggage up and down stairs – if there is no one to help . . . So, physically challenged people simply need to find another hotel. The complimentary internet access in the rooms is so-so – get a cable if you need a reliable connection. And, electricity",January 2014,,,wrote a review Jan 2014,"Washington DC, District of Columbia","['33 contributions', '16 helpful votes']",30,[]
