Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Average hotel,"The rooms in the hotel are medium sized, not very spacious but comfortable. I stayed in 3 rooms over the course of my staggered stay there. In each of these rooms, the bed mattress had sunk and was quite uncomfortable.   The bathrooms were pretty good and well maintained. The food on offer had quite a decent variety for vegetarians too. However, the breakfast was a huge disappointment. Virtually nothing good for vegetarians and hardly any variety. Service standards are okayish. Free Wi-Fi is provided.",November 2015,,,wrote a review Jan 2016,"New Delhi, India","['125 contributions', '178 helpful votes']",30,[]
"Perfect and very clean, well secured Hotel in Lagos, Nigeria !","We recently spent a bit over one week in this hotel, I can say it was my best experience in an Lagos Hotel so far ( and I´ve been  staying in many different hotels in Lagos in the last 15 years). The managment is really doing all they can, to make it a nice experience for any guest. The breakfast offers almost anything you like, from warm to cold food, there is nigerian food (for example rice, yam or plantane with different stews) for breakfast, but also the european type... you can choose from different croissants, bread,cake or cookies, marmelade, fresh fruit salad, vegetables, sausages, different sorts of eggs, baked beans, fruit juice and so much more. The room we had was spacious and very, very clean. Flatscreen tv offered many national and international channels,",December 2015,,,wrote a review Dec 2015,"Mainz, Germany",['4 contributions'],50,[]
Truly terrible food,This is a strange hotel tucked away in a residential estate. The rooms are ok and the people seemed nice if not overly attentive. The standout feature is the food for al the wrong reasons. Lagos used to be a city of legendary poor value in accommodation and especially famous for trademark blue eggs and generally horrible food. In recent years things have changed with some good quality new hotels moving the game on and it's now possible to have a world standard breakfast and a good dinner in Lagos. Just not at this place.Powder coffee and generally a total lack of fresh and tasty food makes this a throwback to the bad old days of Lagos where a stale roll was as good as it got. I really struggled to find anything but bread to eat for my two days there and the usually pretty,November 2015,,,wrote a review Nov 2015,"Johannesburg, South Africa","['153 contributions', '128 helpful votes']",20,[]
Great customer service!,"I was again at Elion House Hotel last month for a week long day programme. The conference facility was excellent as usual and technical support was always available. I was particularly impressed with the countenance of the Chef on a particular day a colleague has a minor complaint. Subsequently, lunch served was top notch and the staff always had a smile to offer.",October 2015,,,wrote a review Nov 2015,"Lagos, Nigeria","['274 contributions', '70 helpful votes']",40,[]
Disappointing service!,"I came to stay a night before going to the US embassy for my Visa interview. I planned the leave the hotel by 05.30 am to beat the traffic and instructed the staff 3 times to provide my breakfast and lunch as take-away by 5.15 a.m. which was assured by all three of them. Surprisingly even till 05.40 a.m. no one turned-up and it's only I went down by 05.40 a.m. they started preparing it. For my shock, they brought my breakfast as a take-away  along with a glass of milk wrapped in a polythene for me to take away.  Also when I went to check-out I noted that no one has informed the front desk that i'm checking out, so wasted another 5 minutes there.  Staff in the restaurant were interested in what guests were talking and doing rather than doing there job. As shown in photographs,",November 2015,,,wrote a review Nov 2015,"Kelaniya, Sri Lanka","['367 contributions', '127 helpful votes']",20,[]
A well-hidden gem tucked away in a corner of Ikoyi,"This lovely bespoke hotel is hidden away in Dolphin Estate Extension, Ikoyi. Everything about it reeks of peace, calmness and pampering.  I was here for a week of an executive course. It is safe. The staff are courteous. The food is rich and well-prepared. The wifi fluctuate from average to very fast. The pool is neat. You can hang out at Sherlock's Bar or have a sumptuous meal at the Bistro.   If you want to get away from the hustle and bustle of Lagos without actually leaving Lagos, Elion House is a good hideaway. Joseph, Peter and Ugochi are their star staff. Ask for them, they will take care of you. Elion House also have a responsive maintenance team who are always ready to sort your room maintenance issues out.",October 2015,,,wrote a review Oct 2015,"Lagos, Nigeria","['42 contributions', '16 helpful votes']",50,[]
Highly recommended,"This a hotel that knows how to take care of its guests they not only upgraded me into a suite but when they discovered I was staying for a longer period they immediately gave me a special scheme saving my money, the rooms are excellent and it's a perfect business hotel.",August 2015,,,wrote a review Aug 2015,"Pune, India","['67 contributions', '34 helpful votes']",40,[]
Anniversary,"Our stay at the Elion House was awesome. Spa, swimming pool, Complimentary breakfasts. It was an experience I still look back on. Look out for package deals around holidays when they are most affordable.",December 2014,,,wrote a review May 2015,,['3 contributions'],50,[]
The People Make The Experience,"Seldom do I get to try all of the elements of a hotel - health club, pool , restaurant , and bar ( in this case)  . As luck and the vagaries of travel in Lagos would have it, I had a chance to use all of the facilities of the Elion House a couple of times.   The result: the  facilities were all quite satisfying and made for a comfortable and relaxed place to stay (and hang out).  The room was clean and spacious.  The hot pepper soup with goat at the restaurant was delicious and the breakfasts in the bistro were quite good. The health club lacked for nothing in terms of work out options (pleasantly cooled in a hot hot place) and the pool was pleasant and well kept.  But what really made the experience considerably better than at some international chain hotel was the staff. They",April 2015,,,wrote a review Apr 2015,"Miami Beach, Florida","['196 contributions', '106 helpful votes']",50,[]
Quite Impressive,"December 2014 was my third visit to Elion House with my husband and still I was not disappointed. Great ambience, very courteous staff, clean and well maintained rooms, yummy meals.. it's home away from home.",December 2014,,,wrote a review Apr 2015,,['1 contribution'],50,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Not bad at all,"My stay @ Elion house was just two nights to celebrate the valentines day.  Very warm staff I must stay, the hotel was full to capacity but that's understandable considering the time of year.  Food portion was meagre, buffet breakfast wasnt so much of a buffet,  very limited. Pool looked small but actually has a massive deep end. I think that was okay....  The rooms were massive  ( largest i have seen in a while) very nice, I'll upload pictures in a bit.   Service was not very prompt though, food took forever to arrive and it came lukewarm but generally it was very serene  and nice.  I will return again.",February 2015,,,wrote a review Feb 2015,"Calgary, Canada","['41 contributions', '12 helpful votes']",30,[]
Great place,My second time at the Elion House Hotel and it's still a great place to stay. Plus the pool has finally been fixed. The food is excellent and the service is courteous. Just the way I like my hotels -nice and quiet,December 2014,,,wrote a review Dec 2014,"Lagos, Nigeria",['12 contributions'],40,[]
"Nice Place, home away from home!",I have spen a few nights at the Elion house twice. It's quite a nice place to stay away from the busy hustle and bustle in Lagos. The room are classic and the beds quite comfortable. The staff are very friendly and courteous. They even helped take care of the kids. The second time around though was that so pleasant for the kids because the pool was closed due to renovation and the kids wanted to SWIM! Please do plan your renovations when you have fewer guests especially not kids. Quite okay though for a place to spend some R n R.,December 2013,,,wrote a review Sep 2014,"Lagos, Nigeria","['63 contributions', '37 helpful votes']",30,[]
Quiet Hotel with no hope of disturbance,"Elion House is tucked away is a very secluded and quiet part of town. I believe security at the hotel is marvelous. Accessibility is however a problem if you do not own a car or cannot afford a cab. However, with the price range of the hotel, you should be able to afford a car or cab. Food at the hotel is very good and if you love arts, then you will like the decor. When next I want to hide from the bustles of Lagos, I'd simple escape to Elion House Hotel",May 2014,,,wrote a review Jul 2014,"Lagos, Nigeria","['162 contributions', '91 helpful votes']",40,[]
Nice place,"I've been to Elion House Hotel, a couple of times this year for meetings. It's always been nice, food very good and the staff quite receptive. I'd recommend it for meetings as they always seemed prepared to receive their guests.",March 2014,,,wrote a review Apr 2014,"Lagos, Nigeria","['274 contributions', '70 helpful votes']",40,[]
Nice and quiet,"Needed a rest after a very hectic year and Elion house gave me that rest. Lovely rooms, nice and quiet environment, courteous staff and great food. I was pleasantly surprised by the hotel's quality. My only critic? The pool was being renovated.",December 2013,,,wrote a review Jan 2014,,"['2 contributions', '1 helpful vote']",40,[]
Nice and quiet,"I needed to sit out with a lady friend of mine and I have always known Elion House to be the right spot for such time out. I didn't go there for the night but rather spent the time in the bar for a brunch and some drinks. They had great non-alcoholic drink variety and they ensured we were very comfortable with the r n b hits of the 90s. As you would imagine, she didn't just want to leave anymore. Okay, sandwich was rich but quite small. Service was top quality too. Security is definitely on point too..",December 2013,,,wrote a review Dec 2013,"Lancaster, United Kingdom","['26 contributions', '7 helpful votes']",40,[]
Accommodation at Lagos,It's a very good lebaniese hotel & it quiet hotel something near from the midtown - Good rooms area and form - the rooms are something expensive - The breakfast is very nice (lebanies food) - The internet connection is good - The pool is not big,December 2012,,,wrote a review Nov 2013,"Cairo, Egypt","['362 contributions', '97 helpful votes']",50,[]
security is what matters there,"the place is very secured inside a large compound away fro city center, food was average, rooms were good, neat and clean.  service was v. good and the staff were very welcoming.  place is very small, pool were v. small too, rate are average, while dinner were expensive. nothing to do there, not good place for families.",April 2013,,,wrote a review Sep 2013,"Cairo, Egypt","['15 contributions', '2 helpful votes']",30,[]
Good hotel to stay in near to the island,The hotel is conveniently located from the city centre in a quiet neighbourhood. The rooms are well-furnished and provides all the things that a business traveller would need. The amenities like swimming pool and gym are basic though and can be improved. The staff was polite and helpful. The food was average though and needs a lot of improvement.,August 2013,,,wrote a review Sep 2013,South Africa,"['53 contributions', '31 helpful votes']",40,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Excellent Hotel to stay In,"I stay at Elion House during the month of November 2012. Rooms are very clean and comfortable, Internet Wi-Fi in all rooms and fast connections. Food excellent and seems that the hotel keeps very high level of Hygiene.  Nice swimming pool and well equipped fitness center. Staff well trained.",November 2012,,,wrote a review Jun 2013,"Beirut, Lebanon","['6 contributions', '8 helpful votes']",50,[]
An oasis of calm in a sea of chaos,"This was my first trip to Nigeria to teach a class, and if there was one thing that greatly contributed to making it an enjoyable first experience in this country, it was this hotel. The only thing keeping it from earning an excellent rating is the very frequent power outages. The room was excellent, the service was great (though the rather abrupt style of communication of the Nigerians can be somewhat disconcerting), the 24 hour (!) room service was prompt and so was the laundry, and the food a bit pricey but excellent quality and quite a few choices from around the world. The bar is quiet. I spent all four days teaching in a meeting room at the hotel (a very large suite converted to a meeting room for the ocassion) and the conference services were also very good. The internet",May 2013,,,wrote a review May 2013,Boston,"['176 contributions', '63 helpful votes']",40,[]
A Calm Experience,"Elion house is a calm place to spend the night. It is really far removed form the hustle and bustle of Lagos though these places are all accessible. Very polite staff, The toiletries need be upgraded though. Meal is ok, But i wouldnt say fantastic. Elion House is more to me like a good Bed and Breakfast hotel than a  standard 4star hotel",April 2012,,,wrote a review Mar 2013,"Lagos, Nigeria","['38 contributions', '44 helpful votes']",40,[]
Not bad as a business base,"I'm at  the Elion House as I type this review.  I'm here for another week and I'm staying on the second floor in the seperate block.  Overall, this is a very pleasant hotel.  It'd certainly be granted 3-stars if it were a UK hotel.  I find it difficult to accept that the hotel presents itself as 5-star.  Meal choices in the restaurant are limited, and I haven't established any kind of variation.  It's pretty much stew, rice and soup.  You can get other dishes from room service if 1) you're prepared to wait for at least 30 mins and 2) you like your dinner to be lukewarm.  Bedrooms and business facilities are great.  I feel very safe here.  Staff are very attentive.  Impressed that they referred  to me by name from the day I arrived.  The adventurer in me could resist the",December 2012,,,wrote a review Dec 2012,"Nuneaton, United Kingdom",['4 contributions'],30,[]
Best Hotel Ever!,"It's impossible to find or say anything negative about this hotel. I arrived 5 days ago and will be here another couple of days - wish I could stay longer. The staff from the GM, and all his staff are the most professional I have encountered on my travels troughout Africa and the world. Nothing was hard to arrange, the service was excellent nowhere i have felt more at home. It was nice to see that the high customer service in this hotel has been maintained and that the staff members are as friendly and helpful as ever; from doorman to reception to security and restaurant staff: always a friendly word, a smile and attentive service.   You're greeted at check-in by professional and courteous staff who can't do enough to make check-in as pain free as possible. They ensure that your",May 2012,,,wrote a review Jun 2012,"London, United Kingdom","['3 contributions', '2 helpful votes']",50,[]
Seemed secure,"The biggest concern for me travelling to Lagos was security and I felt secure in this hotel.   The room was nice: very large and had everything I needed. The shower was a little unpredictable - cold one day, scolding another and one day it didn't work at all.  The food was varied in quality - the breakfast was quite poor but the food in the bar was pretty good.   There were some issues with paying in advance of my stay but everything got ironed out when I arrived and they were apologetic about the issues.  I would stay here again and I would recommend this hotel to anyone staying and working in Lagos.",March 2011,,,wrote a review Dec 2011,UK,"['3 contributions', '4 helpful votes']",30,[]
For me it is peacefull place in Lagos,"I have been 45 times and many different places in Nigeria in last 6 years. This hotel has different feelings for me. After long hours of work, hotel gives you peacefull times. It has much above qualit levels than other hotels in Lagos. Althouge it is in bit remote area but gives you time to relax. Also the staff is quite friendly and helpful.",March 2011,,,wrote a review Jul 2011,"Izmit, Türkiye","['38 contributions', '11 helpful votes']",40,[]
"Bad location , average hotel",Very bad location - recommended only if you want to avoid traffic of VI & Ikoyi . Rooms are small and charges very high.,May 2009,,,wrote a review Jun 2010,Indore,"['28 contributions', '23 helpful votes']",30,[]
Good quality rooms,"Decent rooms in this Victoria Island hotel and modern, well kept bar/lobby areas.  Massive disappointment as usual in Nigeria is the service.  Absolutely diabolical - horrendous waits for anything you ask for even if you're the only guest there.  And, as usual everything is exceptionally overpriced so it receives a very low value rating.  I'd accept higher prices for imported goods but even a local bottle of water was near enough US$10.  Checking out is also a bit of a hassle.  Give yourself at least 30 minutes, again, even if you're the only guest.    Dont leave your luggage in their secure storage, last time it took quite a while to retrieve it and caused almighty delays with forward transport.  The place gets a recommendation purely because you need to stay here, and the",November 2009,,,wrote a review Dec 2009,"Edinburgh, United Kingdom","['114 contributions', '21 helpful votes']",30,[]
"""A Way of Life""","i visited this hotel that is located at a very isolated part of lagos, 5 minutes away from Victoria Island, where you get peace of mind away from the hectic environment...",May 2009,,,wrote a review Jun 2009,Badagry,['1 contribution'],40,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
8 days in Elion House,"Stayed at Elion House for 8 days. Location: Lagos is a city of corrugated iron shacks mainly. This is not a disrespectful statement, but it is the truth - go and check if you do not believe me. Elion is in an area called Dolphin extension. It is in a compound, and the compound is on par with the poorer residential areas in any western country. Elion is owned by a Lebanese man who was born in Nigeria. Service; The staff are the most polite that I have encountered in all my travels. Room service average wait time is close to an hour. The hotel will sell you Naira currency for for N120 to the US dollar. Room pricing: most hotels in Lagos are more pricey than London, New York or Paris. At Elion, expect anything from $ 250 per room onward (corporate rate, that is!). Honestly, Elion",May 2009,,,wrote a review May 2009,DoBuy,"['1 contribution', '2 helpful votes']",30,[]
"Service good, Rooms Clean","This hotel is very clean and rooms are reasonably well appointed, but I really struggle to terms with the price which is expensive.  Although often billed as a 5 star, it would probably only get a 3 start rating in Europe or the US. At around 270USD a night for the most basic room, it really is frightfully expensive and I did not get the impression at any time that it was good value for money. That said, the room (room 311) was clean ( albeit with a badly tiled shower and a shower curtain pole that kept falling down) and it had a safe and satellite tv. Security guards on the perimeter check all cars before entry (and this is a normal occurence in many hotels in Lagos). The block I stayed was in a separate block from the main hotel and so would entail a short walk without",December 2007,,,wrote a review Dec 2007,Hereford UK,"['127 contributions', '109 helpful votes']",30,[]
