Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Nice Christmas Stay in Lagos,"The hotel is well located and in a safe environment. We could walk without stress and had most lovely places we wanted to visit close by. The reception staff are wonderful as well as the bar. I found a lovely lady who tried her best to help at the restaurant during the breakfast. I did not really enjoy the breakfast as it did not give choices and as a result of that I did not really eat at the hotel. But I was wonderfully and highly surprised as well as my family when we tried the restaurant's dishes the night before our departure. It was greatly delicious and best value for money. We could rate 10/10 for the food. We got two rooms upgraded and they are wonderful. Through my room had an issue with smell from the bathroom but in all, the rooms and bathrooms are wonderfully neat,",December 2022,,,wrote a review Jan 2023,,['1 contribution'],50,[]
Stay at Park Inn by Radisson,My family and i enjoyed our 1 day stay at Park Inn. Breakfast was beautiful.  It was buffet. It also had Nigerian alternative. My children really enjoyed the breakfast.Environment was clean and quiet. Check in was seamless.,January 2023,,,wrote a review Jan 2023,"Lagos, Nigeria",['1 contribution'],50,[]
"Great Rooms, great location, service is debatable","Rooms were great and spacious, location was great - in VI. They were friendly but hounded us for final payment after they told us we can pay the balance at the end of stay. they should just make us pay upfront or take credit card details as a guarantee. It was becoming embarrassing. 2 calls every day wow. We had issues paying as we were from the UK so needed to sort out accounts in Nigeria. We were so happy when we paid because we could finally have peace during our stay.",December 2022,,,wrote a review Jan 2023,,['2 contributions'],30,[]
Parkinn Review,"Good experience. Nice team A good place to stay. Can be recommended to friends are family. Good ambiance, neat facility, good meals. Consistently aiming to improve service and make guests feel at home.",January 2023,,,wrote a review Jan 2023,,['1 contribution'],50,[]
Park Inn by Radisson experience,Impressive overall. Need a more friendly check in staff. The guy at the reception was grouchy and unfriendly.  The rooms were clean and functional.  I loved my room. Breakfast selection was impressive for the size of the hotel. Their sea food okro was superb. I ordered it three times from room service. Security staff are wonderful and friendly. A security man named Emeka was exceptional and very observant and welcoming.,December 2022,,,wrote a review Dec 2022,"Lagos, Nigeria",['1 contribution'],40,[]
"Excellent hotel service, good room, the shower is excellent with high pressure and very neat bathroom.","No regret lodging in this hotel, everything was perfect.  Nice staff, good courtesy. The attention is prompt. All the staff are nice. Ample space for parking is also a good point. The security at gate are good and vigilant.",November 2022,,,wrote a review Nov 2022,,['1 contribution'],50,[]
Understated quality,Right from the moment I stepped it. The staff were exceptionally polite and very kind. They were very helpful and I was very impressed because I have been to lots of hotels in Nigeria and I was shocked at the quality of service I received.,October 2022,,,wrote a review Oct 2022,,['1 contribution'],50,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
My Stay at Park Inn by Radisson,I enjoyed my stay here at this facility and excellent service was rendered by the staff. The staff here at the hotel were friendly and ready to help. The food was also very nice and service delivery was fast,September 2022,,,wrote a review Sep 2022,"Lagos, Nigeria",['1 contribution'],40,[]
My short stay at Park Inn by Radisson,"The services were great -  fast internet, excellent room, air condition working perfectly, clean sheets, clean bathroom wares, quite environment, courteous staff, tasty meals, security is top priority, first aid services for emergency. It was a good experience.",July 2022,,,wrote a review Jul 2022,,['1 contribution'],40,[]
Poor restaurant service,"I stayed for about 10 days and the general service is not bad however, the restaurant service is especially poor, the staff are rude and off putting and it always seems like they are standing over your shoulder and will willfully ignore you when it serves their agenda (Sulaimon and Oni are especially rude and off putting)  They have a revolving door or rules, dos and don’t that are inconsistent and impossible to understand, they willfully lie about the availability of certain services. I was very disappointed and never looked forward to the restaurant service, I and the majority of my colleges shared the same view. I’m sure your experience will be significantly better if you are white cause for some reason, this folks mange to be discriminate against their own kind, Amazing!!!!",July 2022,,,wrote a review Jul 2022,,['1 contribution'],10,[]
My Stay at Park Inn By Radisson,"A nice, sweet and comfortable place to stay. Have been suing here for some time now. A conducive environment. Awesome breakfast. This is highly recommended. You will not regret your stay. Really nice food options at breakfast.",June 2022,,,wrote a review Jun 2022,,['1 contribution'],50,[]
Really Good and a highly recommend,"Right at the heart of VI, the hotel is on a quiet street. Staff were very professional, room was excellent and has all the amenities you will expect in a Radisson hotel. Bathroom was clean except some signs of damp over the shower.  Breakfast is affordable but more variety will be good.   Overall, I will return to this hotel",June 2022,,,wrote a review Jun 2022,"London, United Kingdom","['125 contributions', '73 helpful votes']",40,[]
Safe location and modern room,Located in a safe vicinity and rooms are nicely renovated. Only negative feedback is noise can be heard from adjoining joint room. Staff are friendly and helpful. Limited English TV channels. Felt safe throughout the stay.,June 2022,,,wrote a review Jun 2022,"Singapore, Singapore","['34 contributions', '5 helpful votes']",50,[]
Business trip,The stay was very pleasant. The staff were very pleasant and the service was excellent. The door in my room was however a it rickety but this did not diminish the experience. Room service was great but the rooms could do with extra water bottles.,March 2022,,,wrote a review Apr 2022,"Agbara, Nigeria",['1 contribution'],50,[]
staying at The Pasrk Inn,"good hotel, clean, service excellent, sfaff very attentive, no complaint except tv channel selection not very good. nothing more to say, why do i have to wirite 200 charactors to say a hotel is good and nice to stay at",March 2022,,,wrote a review Mar 2022,"Dublin, Ireland",['1 contribution'],50,[]
My 1 day stay,"I had a terrible 1 day at this hotel.  First check in was over 45minute.  Then I was sent a room that was big for nothing. The ACs didn't work and when I complained, it was fixed only for me to wake up sweating in the middle of the night . The curtains were old and dirty",March 2022,,,wrote a review Mar 2022,"Lagos, Nigeria",['1 contribution'],20,[]
Great Hotel,"Excellent stay at this hotel, staff very helpful & the hotel was very clean. Breakfast was exceptional with lots of varieties. And the room service was great. Will definitely recommend this hotel and would stay there again in future.",February 2022,,,wrote a review Feb 2022,,['1 contribution'],50,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Value for money,"The hotel is in a very good location, it is very clean and has the most respectful, professional and friendly staff. Everyone here from the GM, Rita, to the guys at the check-in counter and the restaurant staff are always willing to help you ensure you have an amazing time at the hotel. The hotel has become my first choice when i need to stay in VI, either for work or pleasure.",February 2022,,,wrote a review Feb 2022,,['1 contribution'],40,[]
New Year Family Staycation,The hotel was well maintained and clean. The staff were efficient and friendly. The room was clean and well appointed. The bed was soft and the pillows perfect. The bathroom was modern and clean. The lighting was good as well and the room amenities adequate.,January 2022,,,wrote a review Jan 2022,"Lagos, Nigeria",['1 contribution'],40,[]
Our Christmas vacation stay,"We arrived on the 24th of December. a day prior we got a call to reconfirm our bookings. This was done swiftly and I was impressed. When my family and I arrived, looking forward to our Christmas relaxation and vacation on the Island, we did a reception check-in. We were also hungry and opted to have lunch while awaiting check-in. While service was courteous the check-in we got a bit anxious with the wait time. Nevertheless, we had lunch and eventually got checked into two rooms as pre-booked.  Overall service was excellent. From the security guards to the cleaners, it appeared all were well trained in customer service. The food on offer was so delicious we sent words of appreciation to the chef. The traditional cuisine were my favorites. My kids had foreign food, burgers",December 2021,,,wrote a review Dec 2021,"Lagos, Nigeria","['5 contributions', '1 helpful vote']",50,[]
MY RECENT STAY AT THE PARKINN BY RADISSON VI LAGOS,The recent upgrading of the hotel rooms and facilities was top notch and provided a more refreshing stay in the facility. Of particular interest is the inclusion of in-room full kitchenette facilities which brought the hotel rooms in line with any international standard.,November 2021,,,wrote a review Nov 2021,"Abuja, Nigeria",['1 contribution'],50,[]
Nice lodging experience,"Had a very nice time at Park Inn by Radisson Serviced Appartments. They render excellent services, have very comfortable rooms, diligent and courteous workers. I'll definitely be back some other time.",September 2021,,,wrote a review Sep 2021,"Port Harcourt, Nigeria",['1 contribution'],50,[]
Impeccable service,"I have always had positive experiences at Park Inn by Radisson.  These which inform the reason why I always return to the hotel whenever I am in Lagos.  The hotel personnel are at the same time, professional, helpful and welcoming.",August 2021,,,wrote a review Aug 2021,"Lagos, Nigeria",['2 contributions'],50,[]
Great hotel with excellent customer service and hygiene concept,"From London to New York, Lagos, Berlin, Hamburg, Abeokuta, Dusseldorf, and Sao Paulo, this is the best Radisson brand hotel I have ever stayed in. The Covid-19 hygiene concept is excellent. The rooms and common areas are exceptionally clean, and cleanliness is maintain every hour of the day. It takes a lot of commitment to do this.  Check-in was excellent because the staff were very patient with my children and they let us have the suite we wanted. The bar staff and the kitchen staff members were exceptional; they were attentive and were great with children. The swimming pool is well-maintained and my kids love it so much!   Our suite was big for a family of four, and it was very clean. The cleaning staff did a great job, and so were the security staff members who were very",August 2021,,,wrote a review Aug 2021,,['5 contributions'],50,[]
Great Hotel to visit,"Nice staff, great service and good atmosphere! I would stay again!!! Rooms are in great shape. Even though location busy it is located in a place to get around to eat and be entertained!!!! A+ Holes for all",August 2021,,,wrote a review Aug 2021,,['1 contribution'],50,[]
Park Inn by Radisson Review,"Very Disappointed. The hotel doesn't have the proper credit card machine for foreign credit cards unless local debit card, which means foreign credit card are not accepted but they will not tell you that. Bad business practice!!!",August 2021,,,wrote a review Aug 2021,,"['1 contribution', '1 helpful vote']",10,[]
My review of Park Inn by Radisson,I decided to take a day off just to rest and reboot and I chose Park Inn by Radisson to do just that. Their staff were amazing. The environment is lovely. It has a pool open to all guests. The room and bathroom was so very clean and well taken care off. I was impressed. I had dinner and breakfast from the restauranf via room service and gosh! Food was sooo very lovely. I'm a foodie. I must say I had a lovely time. Will definitely be a regular! Thanks guys.,July 2021,,,wrote a review Jul 2021,,['1 contribution'],50,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Park Inn Radisson Lagos Review,"I had a very comfortable stay with excellent service. Hope to be back. And, I’m going to definitely recommend that my colleagues patronize Park Inn by Radisson. I do hope the management keep up the standards.",April 2021,,,wrote a review Apr 2021,,['1 contribution'],50,[]
Perfect Place,"perfect place for Business or leisure in VI and environs. standard rooms, good shower and the food and snacks are just cute. friendly and respectful staff looking forward to visit some time again some time soon",March 2021,,,wrote a review Mar 2021,,['1 contribution'],50,[]
Great Stay,Good Hotel. Great Staff. Love the Bed and the bathroom. Really enjoyed Breakfast and very friendly staff all around. But need more parking space for cars. Great Pool and the ambience was really nice had this homely feeling about it,February 2021,,,wrote a review Feb 2021,"Lagos, Nigeria",['1 contribution'],40,[]
I HAD AN AWESOME EXPERIENCE,"The staff are very professional and polite.breakfast was awesome . My room was also very clean and the hotel is beautiful .Very serene environment too . All in all, I ll recommend this place to more pple like I have always done !",January 2021,,,wrote a review Jan 2021,,['1 contribution'],50,[]
A great place to stay 👍,I had a wonderful time in the hotel. I was quite pleased at the protocols implemented to curb the risk of COVID. Their breakfast buffet was extensive and had so many options. The in house bar had great drinks at affordable prices. Overall pleased 😀,December 2020,,,wrote a review Jan 2021,"Lagos, Nigeria",['1 contribution'],50,[]
Great again,"Centrally located and quiet place to get some rest. Friendly staff, clean facilities, fast service and really spacious rooms. This is my second stay at this property and it definitely won't be my last.",December 2020,,,wrote a review Dec 2020,"Kano, Nigeria",['1 contribution'],50,[]
Park inn Review,The hotel is good and staff very courteous. The ambiance is good as well. The food is good. Staff are willingly to provide assistance when needed. A good place to be with family and friends and for business meetings as well.,November 2020,,,wrote a review Nov 2020,,['1 contribution'],50,[]
Kosam,"Pretty good experience and amazing stay with good customer care and good food also. But the pool wasn't in use which is quite discouraging but overall the experience was good, no complaint at all thanks",September 2020,,,wrote a review Sep 2020,"Lagos, Nigeria",['3 contributions'],50,[]
ENAJEDU CHRISTOPHER'S SURVEY,"The room furniture and entire  hotel management  are okay. I will recommend the hotel to my colleagues in Lagos for business trip. Please,send a scanned copy of Hotel furniture and room settings  to me for advert..",July 2020,,,wrote a review Jul 2020,,['1 contribution'],50,[]
Good hotel,"This hotel was adequate, although much better than expected. There seemed to be a lot of maintenance needed in my first room, nearly everything was substandard – but they resolved it very quickly and put me in a new room without questions. Pleased with the service.   I didn't sleep too well – I suspect it's because there is poor ventilation in the room I stayed in.",January 2020,,,wrote a review Feb 2020,,['2 contributions'],40,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Good Service,The newly refurbished hotel is a welcome change. Park in Radisson offers excellent value for money. The staff are friendly and welcoming. The only drawback for me was that the hot water was not working in the morning.,January 2020,,,wrote a review Jan 2020,"Agbara, Nigeria",['1 contribution'],40,[]
Welcoming place.,"Nice, quiet place to stay. Their breakfast is the best with a wide variety to chose from. The croissants especially. Meals are good & room service is excellent. Nice spaces to sit and relax. Spacious and clean rooms. The place is quiet and with privacy. Gym and pool on site.",November 2019,,,wrote a review Jan 2020,"Nairobi, Kenya","['22 contributions', '13 helpful votes']",40,[]
Worth it,"I enjoyed my stay at the hotel. It was worth it and I will definitely be coming back. Perhaps consider a ramp for luggages in the second building or even wheelchair access, even though I had help, taking luggage in and out could have been easier.",December 2019,,,wrote a review Jan 2020,,['9 contributions'],50,[]
Brilliant Hotel.,"I and my parent had a lovely stay in the Park Inn. The service received was excellent. Staff were extremely helpful (especially the  Omotola (receptionist) , John, Gerald, Suleiman and Oni) and are a credit to the hotel. They ensured we had a pleasant and safe stay. The food was absolutely superb though the portions were huge. I hope Radisson will continue to invest in the hotel (some pieces of furniture could be upgraded) and I look forward to staying there again.",November 2019,,,wrote a review Nov 2019,"London, United Kingdom",['1 contribution'],40,[]
Good,"Nice place, looks like a home from the outside but good on the inside! Generally friendly n professional staff! Mr Endurance and Mr Aniekan , keep up the good work. There is room for improvements though🙏👌",October 2019,,,wrote a review Oct 2019,"Stockholm, Sweden",['1 contribution'],40,[]
My home,"Excellent staff and service most people l know by names, l have already planned my forthcoming stay ,l have also recommended to my colleagues and business ,l am also looking forward to see the finished upgrades, also once you meet Rita,Peter the Chef and restaurant staff especially Suleiman,Rufus and Moses from Laundry",August 2019,,,wrote a review Oct 2019,,['1 contribution'],50,[]
Three Weeks Stay at Lagos,"It was a nice experience at the hotel and there is lot scope for improvement especially in the area of rooms example (tv, ac, lighting, fragnance, furniture, toiletries, etc). Food and exterior is good.",October 2019,,,wrote a review Oct 2019,"Dehradun, India",['1 contribution'],30,[]
You can find better option,"First and last time, old hotel, with old furnatures and old noisy AC. It is in the middle of a street pazar or something, location is not good. No need to waste your time and money here, i think Radisson Blu would be a much better option",September 2019,,,wrote a review Oct 2019,"Izmir, Türkiye","['8 contributions', '1 helpful vote']",10,[]
Relaxation at Parkinn,"Nice place to chill especially if you have a number of actives within the busy city of Lagos. Access from anywhere in Victory Island. Enjoyed the hospitality and stay, the main pool was under reconstruction though, and breakfast was great. The gym is small sized with a series of things to do.",September 2019,,,wrote a review Sep 2019,,['1 contribution'],50,[]
A Day from Home,Good breakfast. Nice bed but the hotel was still then Protea. It will definitely make do with some overhauling. Great staffs...and ever smiling manager who takes time to say hi with her beautiful smile.,October 2018,,,wrote a review Sep 2019,"Lagos, Nigeria","['8 contributions', '17 helpful votes']",30,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Flourish Africa Masterclass,Beautiful and clean serene. The food is awesome.  One of the best I have had in hotels.    The hospitality is top notch and the staff are dedicated to their job and very friendly.  I enjoyed my stay.I am planning to go again😊,September 2019,,,wrote a review Sep 2019,,['4 contributions'],50,[]
Quiet hotel in Victoria Island,"The rooms are well laid out and are quiet and comfortable. The staff are very friendly and helpful. The breakfast menu offers a good variety, and the dinner is well prepared with a good selection. My meals were all excellently prepared and was exceptional. The pool outside is relaxing after a days work. Overall good value for money, definitely will visit again when I return to Nigeria.",August 2019,,,wrote a review Aug 2019,,"['32 contributions', '2 helpful votes']",50,[]
3 months looong stay,Good hotel with friendly staff. Food is good though I couldn't get Indian food as menue is restricted to continental or local. But they prepare good and keep on taking feedback. Rooms are good. Only grudge is that Gym is not properly equipped,May 2019,,,wrote a review Aug 2019,,"['35 contributions', '6 helpful votes']",40,[]
My review,"Upon arrival at the hotel, I was told the type of room I booked wasn't available even though I completed the booking online. Parking was also a challenge, so I initially had to park outside the hotel premises.",July 2019,,,wrote a review Jul 2019,,['1 contribution'],20,[]
A Good Place for Relaxation and Work,"I have always seen this hotel as ""home away from home"" simply because of the tranquility in the hotel, the facilities available and the good food.  Staff members are very friendly and the hotel is generally clean and peaceful.",July 2019,,,wrote a review Jul 2019,,['2 contributions'],40,[]
Comment on Stay on Park Inn by Radisson Serviced Apartments V. I.,"The room facilities need urgent upgrade. The toilet on the first room signed to me (main block) did not flush. The public places in the rugs, chairs, etc., in the annex where I was relocated are old, collapsed, and worn out, and the alternative room assigned to me ther had a stale odour, because the windows are permanently sealed with no opportunity for natural ventilation. The hot-water shower in one of the two newly-renovated rooms (again assigned to me in the main block did not work. The wall by th head of the head of the bed dripped water, and the room had odour. It was difficult to achieve optimal regulation of the air-conditioning. The TV has very only one international and one local news channel; this is too poor.",July 2019,,,wrote a review Jul 2019,,['1 contribution'],20,[]
Good Hotel,"Very nice and clear hotel.  Upon arrival, we were warmly welcomed and they were honest about the problem with our room booking.  We were upgraded to a suite without incurring extra charges.  The  hotel is clean and provides us with great hospitality.   I can’t fault any of the staff but special thank you to Rita(Manager). who was very accommodating to our needs and made us feel welcome and valued.  Rooms were cleaned daily.",June 2019,,,wrote a review Jul 2019,"London, United Kingdom","['3 contributions', '4 helpful votes']",50,[]
Review of Park Inn by Radisson 4/07/2019,"Great hotel, good services, lovely and professional personnel. I enjoyed my second stay and I look forward to another wonderful experience of great hospitality. I came on a work training and also used the conference facility as well as the bar and pool side relaxation areas.",July 2019,,,wrote a review Jul 2019,"Port Harcourt, Nigeria",['1 contribution'],40,[]
Excellent,"Excellent service delivery, adequate security, friendly, smart and dedicated staff, serene environment, nice, tasty and good breakfast, clean and neat toilet tools and facilities, good location. Excellent service delivery",July 2019,,,wrote a review Jul 2019,,['1 contribution'],50,[]
Professional and friendly staffs,"Staffs are very friendly and exceptionally professional. I enjoyed my night at the hotel. The room was large, though the bathroom was a little bit small but it was okay. The restaurant was OK. Overall, it was a good experience. I will definitely come back.",June 2019,,,wrote a review Jun 2019,"Lagos, Nigeria","['1 contribution', '1 helpful vote']",40,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Business visit to ParkInn,"Thw facilities are awesome and the serenity was great. The room facilities are fantastic and highly roomy.  Car park was not good enough, it needs urgent improvement. The experience was generally pleasant.",June 2019,,,wrote a review Jun 2019,,"['1 contribution', '1 helpful vote']",40,[]
Great hotel. Great service,"After a very long journey from Benin City to Lagos and the Park inn we were greeted by friendly reception staff. As I had contacted the hotel prior our arrival Rita the general manager greeted us. As we had to go road instead of air we were given a complementary drink and upgraded to a deluxe suite. What a great gesture thank you;o)  The suite was perfect. Once settled in we ordered room service, which was promptly delivered. Breakfast wide range of choice. Selection of traditional Nigerian dishes and continental. Served with the best tasting coffee!!! Evening menu again selection of traditional Nigerian and continental dishes, which all tasted amazing. If it was Egusi Soup with Yam or a burger........ Rooms, grounds, all in perfect condition. I would like to thank Rita,",June 2019,,,wrote a review Jun 2019,"London, United Kingdom","['39 contributions', '19 helpful votes']",50,[]
Nice ambience and friendly staff . Food was great and hotel felt very safe and secure . Overall great experience .,Nice hotel . Clean and friendly staff . Nice complimentary breakfast . Great room service . Hotel is near a lot of restaurants . Place felt very secure and safe . Only slight improvement needed to restroom /bathroom for maintenance and cleanliness . Overall very pleasant stay . Staff were very pleasant and accommodating . Will definitely book again .,June 2019,,,wrote a review Jun 2019,"Houston, Texas","['1 contribution', '1 helpful vote']",30,[]
Simon - LONDON,"Great service, very friendly staff, I enjoyed my stay at this hotel. Going through an upgrade at the moment, but did not interfere with my stay. Just needs the finishing touches. Will stay there again next time.",May 2019,,,wrote a review May 2019,"London, United Kingdom",['1 contribution'],40,[]
Fun at Radisson  Service Apartments.,"Over all, I would say it memorable. Staff I encountered were honestly down to earth, friendly and willing to be of assistance. There was only a limitation of food options during all the meals..........more of Nigerian options is advised.",May 2019,,,wrote a review May 2019,"Makurdi, Nigeria",['1 contribution'],40,[]
Fair,there was no switch above the headboard.  So being lying I could not turn off the light.  the lamp above the tv did not go off despite the fact that I reported to the reception.  Frequent power cuts that did not last long but rather unpleasant.,April 2019,,,wrote a review Apr 2019,,['3 contributions'],30,[]
Nice little hotel,Uthe hotel is under renovation .rooms have been and are being upgraded.  It's cosy and friendly.  The food was very good as we had dinner there. Nice breakfast too. Convenient location  for us as very close by.,April 2019,,,wrote a review Apr 2019,"London, United Kingdom","['96 contributions', '57 helpful votes']",40,[]
A good and convenient location,A good and convenient location for our hospital appointment. Breakfast arrangement could be more flexible and less costly. Housekeeping needs to be more detailed. Curtains and windows should be dust free to prevent dust allergens. Pleasant enough staff. Lack of follow through on requests.,March 2019,,,wrote a review Apr 2019,,['1 contribution'],40,[]
Service well beyond expectations! Good food and ambiance....,"At check-in it was found that there was an issue with the online booking but the Operations Manager (Rita) and the Reservations department (Endurance) went out of their way to address the issues.  The rooms are very comfortable with excellent bathrooms (walk in shower) and a standalone desk to work at.   We very much enjoyed the food, in addition to the service. The team goes out of their way to make you feel welcome and it is therefore that we can highly recommend the Park Inn VI.  Since we were on a long stay, we have taken the time to look around and compare rates vs. quality cleanliness and general ambiance. Of course, we have not seen every hotel in VI but we rated Park Inn highest without a doubt.  The following is highly subjective but could be of interest to some: the",March 2019,,,wrote a review Mar 2019,"Doha, Qatar",['5 contributions'],40,[]
Excellent service,"Arriving for family funeral with all the stress and emotions that accompany such trip, we were welcomed Very warmly even when the staff did not know why we came. To me,that says it all. Throughout our stay, any tiny issue was resolved within minutes, not hours. The staff were very friendly and professional at the same time, that makes it so good. The atmosphere of the hotel was warm, the breakfast and the evening meals we enjoyed was good. Any problem was resolved by staff and their Manger Rita, I would recommend her highly for her competency and professionalism which transcends to her staff. I shall be recommending this hotel to family and friends .",January 2019,,,wrote a review Jan 2019,,['1 contribution'],50,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
"Peaceful, friendly and affordable",Great room for leisure and business with a nice swimming pool and a free complimentary buffet breakfast in the morning to kick off the day. The warm friendly staff are at your beck and call for movement advise if you are new to Lagos. The only disadvantage is the limited parking space.,August 2018,,,wrote a review Dec 2018,"Eket, Nigeria",['2 contributions'],40,[]
best Prawns in Lagos,"great hotel with options of pools and restaurant , welcoming  and friendly staff one of the most flexible hotel I have visited in terms of customers choice and personalized service and simply but nice decoration a total definition of simplicity . my personal and most of my friends view the best place to have jumbo prawns in Lagos .",November 2017,,,wrote a review Oct 2018,"Lagos, Nigeria","['44 contributions', '15 helpful votes']",40,[]
