Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Need some improvement,friendly staff but there are several improvements that need to be seen from various angles.  1) the condition of the room with some scratches and worn furniture. the water from the faucet also looks unclean and safe to use.  2) breakfast with a charge rate of usd26 and a buffet that only serves the majority of empty glass noodle and fried rice without egg and meet inside plus most of other food is just potato and soup is not worth the price charged.  housekeeping team and other staff are the best. always greeting guests and also helping with any questions asked,January 2023,,,wrote a review Jan 2023,"Singapore, Singapore","['6 contributions', '7 helpful votes']",30,[]
A top notch hotel !,Top notch service and attention to detail. I liked the gym and pool to relax after work and the choice of food in the restaurants is really impressive. Over a few weeks I had all very good meals. Rooms were comfortable clean and quiet. Thanks to the GM for taking extra steps to make the stay a pleasure here.,November 2022,,,wrote a review Nov 2022,"Nelson, New Zealand","['44 contributions', '14 helpful votes']",50,[]
Pool bar,Extremely rude waitress attended me. First of all the price of food in this hotel is ridiculously expensive for example for a burger you need to pay 35$.  After waiting for almost 2 hours they brought my order and the food was uncooked and cold.   The customer service in this hotel is just terrible.,October 2022,,,wrote a review Oct 2022,,"['4 contributions', '2 helpful votes']",10,[]
Business stay,The location is good . The people are very good very polite and willing to help you always with a smile. Very professional  Rooms are very old very noisy (you can hear the next room very clearly ) and not so cleaned. Beds (mattress is a disaster) Internet connection is very very bad. Next time we will try some one else  Unacceptable for Sheraton hotel .,September 2022,,,wrote a review Sep 2022,"Rethymnon, Greece","['54 contributions', '36 helpful votes']",10,[]
Hostile Security,"The security team at this hotel was very hostile to my partner. My partner was treated with such disrespect. If you intend to have your loved ones over, I do not recommend this hotel. Terrible service. I am never going back there.",June 2022,,,wrote a review Aug 2022,,"['1 contribution', '1 helpful vote']",10,[]
The food is bad.,"I did not like the hotel at all.. especially the food it was expensive for nothing. i order a beef burger with cheese. The cheese was not good at all, I mean the brand… it was not fresh and it was smelling very very bad. I want to vomit .I’m extremely disappointed.",August 2022,,,wrote a review Aug 2022,,"['2 contributions', '1 helpful vote']",10,[]
"""Selective respect"" to guests","During check-in the receptionist told us that a person can invite one guest to the lounge. When we actually came to the lounge, and had already settled down, Mr. Dammy (or Demmy) came and said we were not allowed in here. What communication you have in the hotel... Your staff put me in such an embarrassing situation. And what's more, when I tried three times to explain myself, not even once Mr. Dammy let me finish talking. He kept interrupting and saying that he will charge us. But no one refused to pay, we only tried several times to explain ourselves, what we've been told at the reception.  After we signed the bills, and thought ""ok, now we can enjoy the lounge"", the staff started showing his ""selective respect"". He collected dirty plates and empty bottles from other people,",August 2022,,,wrote a review Aug 2022,,"['9 contributions', '3 helpful votes']",10,[]
The worst hotel to be in,"This hotel staff are extremely unprofessional, their customer service is very poor.  The location of the hotel is pretty weird, oh plus the housekeeping staff are loud so don’t expect to have a good night or day sleep without disturbance.  I do not recommend this at all",July 2022,,,wrote a review Jul 2022,"Doha, Qatar","['10 contributions', '6 helpful votes']",10,[]
Mediocre Service,"Arrived exhausted to the hotel after a long travelling day at 15:20 , and I am wiring the review now at 18:00 still waiting for my room , all airlines crew and VIP got their room and I am still waiting , the receptionist keep telling few minutes and after 3 hours still waiting … asked for the supervisor and I got the same response few minutes … what a service !!!!",March 2022,,,wrote a review Mar 2022,,"['1 contribution', '3 helpful votes']",10,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
DINNER AT SHERATON LAGOS HOTEL,Dinner was Lagos Sheraton on Tuesday 27th August 2021 was a dismal experience except for the company of my dinner companions. There were three birthday parties and the nose from each party was at a record high. That is understandable anyway.   The sour point of the evening was when we had to pay for dinner. There was only one option of payment which was cash. POS machines were not working. The ATM machines in the lobby were non-functional. I guess internet service is largely responsible for that.   Then Sekinat's surly attitude as well as her immediate boss in the Accounts Office left a lot to be desired.   I will certainly not be returning to Sheraton Lagos Hotel in a long time.   Customer service is of utmost importance.,July 2021,,,wrote a review Aug 2021,Lagos,"['14 contributions', '4 helpful votes']",30,[]
definitely not recommended,"Dear Tripadvisors, I traveled to Nigeria almost 6 days ago, and have been stayed in this Hotel since that day. To reach a dinning services, you should spend min. 5-6 minutes, if you are lucky. Phone is ringing during this time but no one responses. If you have enough patience, someone pick the call but not talk with you directly. You should try to communicate with them even after the picking up the call.  After this step, if you will succeed to give your order, you should wait min. 1-2 hours for the delivery. Unfortunately, this is not limited with this. When they deliver your order after 1-2 hours later, you will be surprised with the coming. Its either missing - different items or cold.  I tried to reach hotel management. But unfortunately in all of my attempts, I could not",July 2021,,,wrote a review Jul 2021,"Istanbul, Türkiye","['1 contribution', '2 helpful votes']",10,[]
"Decent stay, banquet food needs improvement though","Stayed here for a week and also organized a workshop at the same  venue.  Pros : The rooms were decent and comfortable , my room had a water issue and I was given another room immediately.  Breakfast buffet had  variety both international and local cuisines were available. Staff were pleasant and willing to help out. Conference staff went above and beyond to ensure we had a smooth workshop special mention to Bobby . Cons; There is a need to upgrade the conference facilities especially the projectors, which kept on giving us issues through our workshop. Lunch served at the banquet hall needs improvement.  There is need to have clear communication to guests at check in on hotel procedures and practice. We had a participant whose  bills were posted to our organizations account in",June 2021,,,wrote a review Jun 2021,"Abuja, Nigeria","['17 contributions', '2 helpful votes']",40,[]
Decent place with fast internet,"I’m a elite Bonvoy member so I was upgraded to the club level. I was here for a few weeks and enjoyed my stay.   First, the great parts of my stay. The staff in the club lounge, especially Goke, made me feel welcome and they took great care of me. Besides the service, I really loved the coffee machine. Anyone who spends time in Nigeria knows the coffee in most places is instant. The lounge has a coffee machine that makes fresh espresso, cappuccino, whatever you want and I really enjoyed it. The internet in the hotel was the best I have experienced in Nigeria, with fast and reliable connections.   Next the good. The lounge is on the smaller side (it gets pretty full during evening happy hours), but is pretty well stocked for breakfast or evening happy hours. The food selection in",May 2021,,,wrote a review Jun 2021,"San Francisco, California","['236 contributions', '47 helpful votes']",40,[]
My Lagos Bon Voy Experience,"I had the pleasure of staying at the Sheraton hotel Ikeja, Lagos and I’ll like to start by giving a special shout-out to the staffs at the Lagos hotel, they are operating at high levels of excellence.   If you’re ever in Lagos, I will strongly recommend that you stay with them and upgrade to the club floor. It’s worth it!   There was an incident during my stay and Mr. Patrick (head of security) handled it exceptionally. I want to give special shout outs to a few staff members that really went above and beyond to make my stay memorable.   John (Namkere), Saheed, Dabiri, Nathaniel, Blessing, Theo, Bisi, Taiwo, Tosin, Mary, Winifred, Efe, Goke and the entire front desk and room service  staffs. These are just a few names I can remember but I do appreciate all of you!   Kemi",March 2021,,,wrote a review Apr 2021,"San Antonio, Texas","['5 contributions', '5 helpful votes']",50,[]
Very good,"Clean and spacious rooms, no insects inside (very important when you’re in Africa, since outdoor I was almost eaten alive by mosquitos). Buffet breakfast and dinner is good for any taste, local dishes and international choices plus my favorite salmon for breakfast. Alcoholic beverages are not included in buffet, but with help of staff you can get it from the pool bar outside. Pool is big enough for swimming, but be careful and use a lot of sunscreen",February 2021,,,wrote a review Feb 2021,,"['19 contributions', '25 helpful votes']",40,[]
Mixed Bag,"Had a 4 day stay at this hotel which I thoroughly enjoyed.   The rooms are a little dated and small, but the hotel has a good gym, a first class pool and a great breakfast. The Club Lounge is small, but has everything you need.  The annoying part of my stay was the keys cards didnt work most of the time. I made so many trips to reception to get them working. Still, not a biggie.  Ose in the restaurant was the standout member of staff. She had a friendly smile and was always busy. She really did enhance my stay.  Also need to mention Friday, the doorman on the elevators. Great attitude , great guy, well done.  Yes, I would stay again.",December 2020,,,wrote a review Dec 2020,"Dubai, United Arab Emirates","['543 contributions', '289 helpful votes']",40,[]
Restaurant staff,"At breakfast I was greeted by Gift. She was polite, genuine and happy. A real delight to have her serve me. She offered all the breakfast options and I ended up eating more than I needed as she was so encouraging. Also Lydia served us and she too was delightful.",October 2020,,,wrote a review Oct 2020,,"['3 contributions', '7 helpful votes']",50,[]
Mone Has Been stolen from my card there,"Horrible hotel and horrible Staff. Money Has Been stolen from my card in this hotel(in front reception desk) after two weeks since I left the hotel. Despite the fact hotel admitted that they have taken the money, they have not give it back. No replied for my e-mails...just pathetic.  Be carefull with card payment !",February 2020,,,wrote a review Apr 2020,,"['57 contributions', '12 helpful votes']",10,[]
Close to the airport,"Switched to this hotel because it's close to the airport. On arrival in the hotel around 8 pm my room was not available yet. Got offered a beverage in the bar and about an hour later the room was ready. As a compensation I was offered an upgrade. Room was very nice. Later that week, after an inland trip, I checked in at the same hotel again. This time no upgrade, and I noticed the difference. ;-) The hotel has some shops, restaurant, bar...",February 2020,,,wrote a review Mar 2020,"Duffel, Belgium","['251 contributions', '68 helpful votes']",40,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Worst Credit Department / Customer Service Treatment Ever!,"Well, on February 7 I used my Debit Card to check out of the hotel using a Pre Auth Form, the amount was put on hold, and not deducted, until the company transferred the amount to the hotel.  The company settled the payment on February 19; however, for some reason the credit department cannot allocate the payment! Does that even sound logic? According to them, the person handling the case was on leave, so they don’t know where he left things, and are asking us for a proof of payment, while the payment was made online, via their payment link!!! So how can’t they allocate the payment?!  The company’s owner had to request a bank statement, which takes another week to issue, and sent them all the details via email, and they did not answer us and did not remove the hold from my card.",February 2020,,,wrote a review Feb 2020,,"['3 contributions', '1 helpful vote']",10,[]
Improved a lot but still disappointing for the price asked,"The staff improved a lot over the last years: they’re much more pleasant, polite and efficient.  The room is clean, the bathroom is clean too, as well as the hotel in general, even if the corridors smell “old”; which can have its charm.  However, I used the app to request for extra things and they were not all provided. Sleepers were not there, nor the comb or the dental and shaving kits.  The food still needs to be watched: beetroot at the 1st breakfast were spoiled and sour already.  Pineapple juice on day 2 was also spoiled and turned, becoming sour and bubbly. I’ve however been explained that it was not the juice that was rotten, but one of the fruits used to make it...  The hairdryer is so dirty that it sticks to the hand.  The A/C is very efficient and quiet,  it the rooms",February 2020,,,wrote a review Feb 2020,,"['40 contributions', '64 helpful votes']",20,[]
Friendly and very helpful staff,"I have stayed several times in this hotel; but this time I was staying for 1.5 months. This is enough time to witness and experience almost everything that a hotel has to offer. The staff altogether tries hard to make your stay comfortable. The Club Lounge Manager and reception takes good care of everything. The executive lounge on the 6 floor, has an okay selection of food and beverages from 5 to 7 PM. The food at this hotel is also good and a must try is the Italian Restaurant on the ground floor.",December 2019,,,wrote a review Feb 2020,"Sydney, Australia","['20 contributions', '45 helpful votes']",50,[]
Still nice as ever,"We transited through the Sheraton Lagos hotel on return to Nigeria and it was still as nice as ever.  The hotel is not a new hotel so expect some rooms to have dated equipment and amenities. I'd advise you stay in the higher floors as these are a bit improved.  Check in was swift and security was alright. We were offered a fruit platter as a welcome gift and the kids got toys for the season.  Room service was also efficient as we didn't have to wait more than necessary. I discovered if you have need for assistance with your luggage, you better go downstairs yourself as it might take a while before a porter comes up for your bags.   We left our baby stroller in the hotel and on our return, it was delivered back to our room just as we left it. This is commendable!  Overall, I'd",December 2019,,,wrote a review Jan 2020,"Benin City, Nigeria","['54 contributions', '47 helpful votes']",40,[]
A welcome return to Lagos.,"Mr Nathaniel and his staff at the Sheraton, Lagos are getting better and better with each of our stays. We had flown from New Zealand via Australia and South Africa and were understandably very tired when we checked in. Mr Nathaniel saw this and ensured that his staff knew to make our check in as prompt and painless as possible. Our two young children were fast asleep and were placed in a chair at the side, whilst this process was going on. Our luggage was left in the store as we wouldn't be needing it until we checked out. All these small touches are valued and create a better customer experience. I hope we see even further improvements on our next visit.",January 2020,,,wrote a review Jan 2020,"Port Harcourt, Nigeria","['79 contributions', '32 helpful votes']",40,[]
comfortable but be careful to the noise,"nice staff, comfortable rooms, good buffet for the breakfast with good choices of african food. It would be just better if the cleaning staff was careful with the noise while cleaning the rooms, until 9:30 (they just have to use the card key to close the doors !)",January 2020,,,wrote a review Jan 2020,"Paris, France","['15 contributions', '2 helpful votes']",40,[]
"Clean, quality service and safe","Security to get in to the hotel is safe, cars are seached before entering the compound. Armed guards are stationed outside the hotel within the grounds. Check in is easy, quick and efficient. The rooms are large, comfortable, recently decorated, and clean. The bed is excellent. In the room there is a fridge, a safe, iron and ironing board. Large TV and working desk, with water provided and the usual tea and coffee.  The internet is fast and reliable, I was able to watch Netflix.  Room service is good, although not quick!   There is several bars, and a casino on site, all seemed busy with a mix of guests.   The breakfast is excellent.   I will stay here again.",January 2020,,,wrote a review Jan 2020,"Widegates, United Kingdom","['35 contributions', '19 helpful votes']",40,[]
Choose another hotel !!!,"very bad experience in Lagos! arrived at the reception at check-in at 7 PM, long time for check-in (20 Min) ; my room ( and my colleagues' room) was (were) not ready! obliged to wait more than 1 hour in the lobby ( a drink offered ...) . Finally get my room at 8h30 PM. didn't want to extend tthe check out time the next day for free , obliged to leave the room before 12PM.  The room is old as well as the general shape of the hotel . We are very far from the Sheraton standarts , and very far from a 4 stars , specifically for that price . I will avoid the hotel for sure .",December 2019,,,wrote a review Dec 2019,"Saint-Romain-au-Mont-d'Or, France","['3 contributions', '5 helpful votes']",10,[]
"Wonderful stay in Lagos, amazing staff","I've stayed at the Sheraton in Ikeja twice and will be back again next week. My last stay was for 8 nights and I was incredibly well looked after by Mr. Matthew Agboola. Matthew, thank you for everything. First, the hotel has a great location - close to the airport. The buffet breakfast is fantastic and served in a sunny room, but it's the breezy outdoor restaurant/bar I like the best. It's a perfect place to catch up on emails or have a light dinner at the end of the day. The buffet lunch was suitable for entertaining clients and the exec lounge provided a quiet place for a coffee and a quick meeting. Really, though, it's the team that make this my home away from home in Lagos. When I was delayed in traffic getting to a lunch meeting, Matthew made sure that my guests were made",October 2019,,,wrote a review Nov 2019,,['10 contributions'],50,[]
Tired. Some staff good,Unfortunately a story of two halves. Room not ready on arrival with no explanation of renumeration. Not even the offer of a free beer. Reception staff un friendly and unhelpful. Same in the pool area. No offer of bed chair mattress unless you looked good. Mmmmm. Tennis coach friendly and helpful. As was the restaurant staff.,November 2019,,,wrote a review Nov 2019,,"['108 contributions', '74 helpful votes']",30,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Nice Ambience,I was at Sheraton hotel Ikeja for a business summit. The environment was antic yet neat. Generally found it appealing but didn't like the rest room on the ground floor. Didn't appear fresh as I would have expected of a hotel of this class,November 2019,,,wrote a review Nov 2019,"Newcastle upon Tyne, United Kingdom",['7 contributions'],40,[]
It feels like home,A very homely place and close to the airport. You could stroll within or outside the premises. Feels like home and very safe.  It is more like a business than leisure hotel but it fits for both. Pretty old (more like vintage) and urgently needs renovation.,February 2019,,,wrote a review Oct 2019,,"['19 contributions', '47 helpful votes']",50,[]
Far away from home but still feeling home,Dear Sheraton accept my congratulations on you Hotel.  I come on a monthly basis to Sheraton Lagos basically for work and besides some problem to the room which are a bit dated I’m always happy to come as the stuff is like a Family! I would like to personally thanks Mr Goke Mr. Aondover Ms Helen and Mr Obesi aka Felix. This guys are a unique asset of your hotel and deserve a management position for my knowledge. They put passion Hard hours of work smile and kindness into their Job and this is something they have to teach to hospitality new generations!  Great staying again.,October 2019,,,wrote a review Oct 2019,Italy,"['5 contributions', '8 helpful votes']",50,[]
Excellent stay with in-room dining serving European dishes.,The location is no doubt second to none. Accommodation you can't complaint about but the most unique part was excellent and I mean really excellent European cuisine served in the in-room dining menu. For business travellers this Sheraton is the one of the best choice in Lagos.,December 2018,,,wrote a review Oct 2019,,"['10 contributions', '6 helpful votes']",50,[]
Better then the rest,"They have a good Italian Restaurant and a good Pool Bar with a nice selection of food. Make your own pizza is good and have tried couple of times. When it comes to the room, they need to do more for cleaning. I was not impressed with the mops used to clean the floor, they look old and dirty but somehow the floor looks neat. Don't stay on a Friday and Saturday night with a room facing the pool bar. The have live music every Friday night and often parties on Saturday Evening. The music is loud and late. Not a good option if you need to catch a flight in the morning or just need a good night sleep.",December 2018,,,wrote a review Oct 2019,"Sydney, Australia","['20 contributions', '45 helpful votes']",40,[]
A Pleasant and Popular Choice,"The Sheraton Hotel is convenient to the airport but the hotel is also showing its age. Perhaps some rooms have been updated, but others are overdue as are the public areas. The food in the restaurants is excellent, although a bit overpriced. The front-desk staff is friendly and helpful. The Sheraton has a “Green Choice” program that provides rewards for NOT having your room cleaned on any day(s) that you choose. This is a commendable option and is intended to reduce the cleaning’s impact on the environment, such as reduced consumption of water. In contrast, the hotel engages in a policy that has just the opposite but harmful environmental effects. The hotel uses single-use plastic bags to collect laundry, which I had done. When the laundry (one shirt, two sets of underwear, and",August 2019,,,wrote a review Aug 2019,"Alexandria, VA","['356 contributions', '193 helpful votes']",30,[]
Worst hotel I have stayed in a decade,The hotel is very old and in a terrible shape. Rooms are not clean and stinking. A very strong odor of humidity which will make you sick. I saw 3 rooms of so called superior category and finally decided to pay for an upgrade to club floor at least to get some sleep for that night. I will never ever come back to this hotel.,August 2019,,,wrote a review Aug 2019,"Durgapura, India","['2 contributions', '3 helpful votes']",10,[]
Better than I thought,"I found this in better shape than I'd expected. The company behind it has been through lots of publicly known issues, and management had suffered. But looks like they have new management, and there's been some refurbishment work. All in all, not a bad stay at all",May 2019,,,wrote a review Jul 2019,"Maywood, New Jersey","['50 contributions', '20 helpful votes']",40,[]
Elizabeth and her team are superstars,"Was there for a few nights for business, we had booked 5 rooms. Severe rain cancelled my meetings on the last day and Elizabeth (always has a smile) offered me late checkout after finding out I had a late evening flight. Will deffo be back end of July and make sure my company always books this hotel. Rejjie Ahmed",June 2019,,,wrote a review Jul 2019,,"['3 contributions', '1 helpful vote']",50,[]
Dirty ladiew toilet at lobby,I happen to go to the ladies toilet.  Very disappointing for a sheraton hotel. So unkept. I didn't notice if there was a rooster for cleaners at all. The lobby appeared clean and presentable. Unkept toilet drops the image,July 2019,,,wrote a review Jul 2019,,"['7 contributions', '1 helpful vote']",20,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Great Hotel for Business trip,"I have stayed here many times over the last 5 years. My most recent stay in June was for 5 nights and food, service, staff was all exceptional. They have a great band outside on a friday night too at the pool bar. A few staff were particularly attentive including Ibrahim who did an amazing job cleaning my room and ensured everything was done to perfection. Thanks to Friday at the pool bar for running a great bar. And Damilola B for great service. Thanks to Goke and Lynda in the lounge for looking after me at breakfast. As always Margaret George ensures all guests are all well looked after. I will return again and look forward to being taken care of at Sheraton Ikeja.",June 2019,,,wrote a review Jul 2019,"Dublin, Ireland","['38 contributions', '12 helpful votes']",50,[]
safety place in lagos,"whole environment is good, near to a big grass and forest area, and swimming pool also well enough, 2 security check points make it safely, this place is just like a Oasis of lagos if you have seen environment outside",July 2019,,,wrote a review Jul 2019,"Lagos, Nigeria",['1 contribution'],40,[]
Good Hotel and Safe location in Lagos,First time in Nigeria and the hotel met my expectations. Clean rooms and friendly staff. The best paart is the restaruant choices that you have at the hotel are quite good with good food and nice atmosphere. I definitely recommend the outdoor restaurant by the pool side. For breakfast the buffet bar is good but crowded so if you can enjoy the amenities of the club floor level 6 is best. Quiet and private and easy to access from your room.,May 2019,,,wrote a review May 2019,"Nashville, Tennessee","['13 contributions', '14 helpful votes']",40,[]
Very nice hotel,"I stayed in this hotel this week. The hotel is very very good, have spacious rooms. There are many food choices and it has fantastic bar. The staff is very friendly but as this is high risk country so sometimes there is lot of procedures followed. Overall very good hotel. I really enjoyed the stay here.",May 2019,,,wrote a review May 2019,"Chandigarh, India","['16 contributions', '24 helpful votes']",50,[]
Old dated rooms and mouldy bathrooms!,"I had a room on the second floor of this hotel. The rooms are dark with a very cheap laminate mock wood floors which has gaps in it everywhere. The furniture is very dated and scuffed and chipped. The overall decor of the room was bad. The cleanliness of the room was also suspect. There is tea and coffee making facilities in the room. The flat screen tv was of a good size with some good channels. Now the bathroom is like a relic from the 70’s! Very old bath, sink, toilet with 1970’s tiles. The bath has mould everywhere. The hotel soaps were a cheap non branded product. The bathroom cleanliness was not good at all with all sorts of hairs in the corners  of the rooms and a brown stained toilet. I would not rain this hotel above 2*.",April 2019,,,wrote a review May 2019,"London, United Kingdom","['115 contributions', '104 helpful votes']",20,[]
In need of some TLC,"Recently stayed in the Sheraton, Ikeja for the first time for 20 nights in a standard room on business. The reception area was very large and appeared to be a bright modern space which gave me hope that the rooms would not be the same mediocre standard that has come to be my usual experience in many hotels in Lagos that bill themselves as 'luxury'. Such hotels may, at some point in the distant past been able to claim such status but due to years of poor / no maintenance and refurbishment now would struggle to achieve 3 stars in the UK. Unfortunately the Sheraton also fell into this category of hotel for me. My room (see photos) had an extremely depressing outlook and inside was not much better. The very dated bathroom had mould around the bath and the tiles and the general",April 2019,,,wrote a review May 2019,"Southampton, United Kingdom","['12 contributions', '14 helpful votes']",30,[]
Comfortable stay and friendly team.,"My room on the 5th floor was modernised and very comfortable, a huge bed and quiet floor gave me that important well rested feeling. the bathroom contains only a shower, but this was very luxurious with a seat and either rain head or more powerful side spray. Good quality toiletries are also supplied as well as a comfortable robe to change into. Plenty of free tea and coffee in the room and a good supply of electrical sockets for the business traveller to recharge the necessary devices. Front staff and indeed everyone I met were charming and a credit to the hotel. A little more attention to detail is required my coffee cup was chipped, but that's about all I could say needed to improve, a great stay thank you.",May 2019,,,wrote a review May 2019,Lightwater Uk,"['445 contributions', '242 helpful votes']",40,[]
Great hotel,"It might not be the most modern but this really is a great hotel. Rooms are very clean and comfortable, friendly staff, nice outdoor bar/eating area close to the pool. Good wifi throughout. We experienced the Friday night party which is a great time! Lots of local(ish) music and dancing - worth going to if you can. The food and breakfast were very good and service was professional. As mentioned, it may not be brand new but I really think that give it some character and charm. It's not the cheapest by a long way, but you get what you pay for.",April 2019,,,wrote a review Apr 2019,"Barrow Upon Soar, United Kingdom","['6 contributions', '1 helpful vote']",40,[]
A Pleasant Surprise - keeping in mind the Nigerian Factor,"Visited this hotel some 15 years ago and I must say it has indeed stepped up its game since then. The staff was very polite and welcoming - a refreshing cold drink at the reception desk. The porter was friendly and most helpful in giving additional information on any requests I may have. The room was big enough - king size bed, the decor is spartan and what is there is def dated. Grouting in the bathroom needs retouching. Was given complimentary bottles of water, and a small bottle of Merlot. The fridge was not working and housekeeping rectified this immediately. Request for bathrobe and slippers was also promptly fulfilled, with apologies for the oversight. My stay was short and without any glitches. Wifi was super good, no power cuts, running water: hot and cold. Could really",April 2019,,,wrote a review Apr 2019,Austria,"['75 contributions', '49 helpful votes']",40,[]
Looked after,"Good hotel for business visitors, stayed on executive floor so had access to the lounge on that floor, so I cannot comment on the other restaurant, I used the pool bar for food at night or room service, food was tasty enough and no complaints. Room was fine nice and clean and shower was good with no issues. Hotel a bit worn in places but not too bad like anything it’s obviously an ongoing project.",April 2019,,,wrote a review Apr 2019,,"['14 contributions', '1 helpful vote']",40,[]
