Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Terrible customer service,Due to their greediness they overbooked and left me stranded in Lagos. Made reservation 4 days ago only to have it canceled 1 hr before i landed from US. I had traveled for 20 plus hours only to have this people cancel my reservation. How inhuman is that? This reservation was made and paid for too. Yall need to do better.,May 2018,,,wrote a review May 2018,,['1 contribution'],10,[]
"Comfortable room and adequate food, but could improve on service, and needs to upgrade credit card machines.","Room was large and comfortable, with a decent sized bathroom. However, there was some mildew in the shower, which had the settings of burning and icy, with nothing in between. Drinking water is provided daily. The breakfast buffet is adequate, with a mix of Western and West African dishes. A la carte service is also available. The restaurant also has a lunch buffet that is re-run for dinner, with a la carte available as well. WIFI is ok, but frequently cuts out. The hotel has trouble accepting international credit cards, although they promise to resolve this problem. The hotel is very safe, but the neighborhood is a little dodgy, especially at night. Good facilities for meetings, and very accommodating staff.",May 2018,,,wrote a review May 2018,"Washington DC, District of Columbia","['15 contributions', '3 helpful votes']",30,[]
Pretty good!,"Access road to the hotel was kinda dark but on entry you are greeted by the clean and spacious grounds, cool small swimming pool, meals were buffet both for dinner and breakfast, rooms were clean and everything in the bathroom worked.  The team at the reception were warm and check-in was prompt.  Will go back again.",May 2017,,,wrote a review Mar 2018,,"['111 contributions', '53 helpful votes']",40,[]
"Better than average but definitely not very good, the only other option TA allows at present","A small reception, challenged on check in, later on proved to be much more on the ball when asking questions and requesting for things.  Due to a lack of elevators was it a longish walk and climb up two floors to my room but as the hotel was full it was not possible to get a room closer to the reception on the ground floor.  The first impression of the room was one of enough space though small issues, on closer look, then dragged the overall rating down. Thankfully I had brought myself slippers - the hotel provides none nor bathrobes - as the carpet looked less than clean though the tiled floor was. The chair on the working desk was in need of a new upholstery, a problem I fixed by using one of the pillows from the bed. I also noted the lack of sufficient socket spaces but as I",November 2017,,,wrote a review Dec 2017,"Kampala, Uganda","['3105 contributions', '496 helpful votes']",30,[]
"""poor/terrible Wifi service""","The Wifi service at this hotel is terrible and after so many complaints nothing was done to resolve the issue. They kept giving an excuse of the IT Manager being off site and that the matter will be resolved when he comes in the following day, which was  never the case. I made the mistake of recommending the hotel after my stay to someone else and the terrible  ""wifi"" service was still an issue a few months on during their stay. Amber Res. pls sort out your poor wifi service unless its going to be a turn off eventually for a lot of your repeat customers who may take their custom elsewhere.",July 2017,,,wrote a review Aug 2017,"Lagos, Nigeria",['1 contribution'],20,[]
Quiet location,"Tucked away in a quiet part of the Ikeja GRA, it was nice using the hotel.   Though the access road could be better, once inside the premises, one forgets the hassles outside.  The meeting room was very conducive and had a good layout. This hotel met our needs, Though The parking space for cars was quite small.",May 2017,,,wrote a review Jun 2017,"Lagos, Nigeria","['2311 contributions', '400 helpful votes']",30,[]
Business tour to Lagos,It was my first trip Internationally and that to a elegant hotel like this providing every amenity you need. Room service was good and so was the cleanliness and the security of the Hotel was great. Food and drinks where good though on the expensive side.,June 2016,,,wrote a review May 2017,"Mumbai, India",['2 contributions'],50,[]
Conference,"Great environment and venue for mini conferences and medium size Conference. Great service, nice Conference / training materials. The tea break materials were timely, lunch was on time and good, except that the Internet device is not on UpS and as such, you have between 5 to 10 min down time whenever there is power failure.",February 2017,,,wrote a review Feb 2017,"Lagos, Nigeria","['98 contributions', '17 helpful votes']",40,[]
Review,"Staff is very friendly, Room is very nice, big and clean. They need to work on there breakfast spread/veriaty. Was served cold food one morning and the food isn't very tasty. Not alot of thought was put into it. But I must say that the hotel is realy fairly priced and overall the stay is comfortable.",January 2017,,,wrote a review Jan 2017,,['3 contributions'],30,[]
Transit,Arrived Lagos late so stayed here for a night while on transit to Ibadan. It's in Ikeja a short drive from the airport. Rooms are tidy and clean but the finishing needs improvement. Staff are polite and helpful.  Had breakfast the following morning.. Buffet style and a good selection of food. It's close to all amenities so went out for dinner. Could improve on their reasonable adjustments for families with children like providing a cot or an extra mattress even if it's for a small charge. We were offered a bigger room for nearly double the amount so declined and just managed for the night! Too costly for a 3 star..😏,August 2016,,,wrote a review Sep 2016,"Hemel Hempstead, United Kingdom","['144 contributions', '26 helpful votes']",30,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
BEST OF FACILITIES.... GREAT SERVICE!,"The hotel facilities are top notch. Premises is impeccably clean. Staffs are very helpful, trained and well groomed. The internet is super fast and there is a wide variety of menu.. From African to Continental dishes.  African Sun Amber Residence can be considered as one of the best in Lagos. I certainly will visit again.   Michelle",February 2016,,,wrote a review Feb 2016,"Cancun, Mexico","['1 contribution', '3 helpful votes']",50,[]
Flight Cancelled - Sent to African Sun,"My flight back to the US was cancelled until the next day, the airline put me up at this hotel. The room was on the second floor, it was up a couple of flights of stairs, through a door and there is no elevator.  The room is nicely appointed, the shower is very large. The shower configuration is a bit strange but no complaints on a roomy bathroom. The bathroom amenities are nice enough. The room size is quite adequate for 1 or 2 persons. I did eat dinner, it is a buffet. I am unable to give a real review on the food as I was very limited with what I could eat since this is not my normal diet.  I arrived at night and left very early (4:00am) so I did not get to see the place in daylight. It does look like a nice hotel on the outside, the lobby is small. As far as anything outside",November 2015,,,wrote a review Nov 2015,"Washington DC, District of Columbia","['203 contributions', '71 helpful votes']",40,[]
"Lovely Hotel In A Quiet, Secure Location","My colleagues and I stayed here for 4 nights while on business in Lagos. We arrived in the night and were impressed with the lovely, well lit and beautiful exterior once the gates were rolled open and our car drove in. Located in a quiet, hidden section of GRA Ikeja, this hotel is a perfect choice for the discerning traveller who wants a quiet and beautiful place to stay. The reception and rooms speak of quality and staff are always ready to assist with guest requests. I will definitely recommend The African Sun Amber Residence, GRA, Ikeja!",April 2015,,,wrote a review Nov 2015,"Accra, Ghana","['20 contributions', '11 helpful votes']",50,[]
Good no no nsense hotel for overnight stays,"Well located.. convenient with all the badics at good value prices. Good menu,  nice breakfast and good service. Rooms are wel maintained with an excellent shower! Their downstairs bar lounge was most relaxing.",October 2015,,,wrote a review Oct 2015,"Durban, South Africa","['92 contributions', '39 helpful votes']",30,[]
As expected,I ran a 2 day workshop here. The conference facilities are good enough.   Actually everything about this hotel is good enough. Nothing to complain about - nothing to rave about.  But having said that I would be very comfortable coming here again.  The staff are great.,May 2015,,,wrote a review May 2015,,"['80 contributions', '25 helpful votes']",30,[]
"Not a very pleasant stay, room was good but food sucks badly..","Put up on 01 March and was in room 207, after my long flight from Kuala Lumpur. I must the room was absolutely cozy, spacious and nice layout out.   As always, every good aspect there will be something that will spoil the stay.  I ordered a pizza which just look and taste like a piece of rotten bread. Since I was little hungry, I had couple of pieces. Then I took shower, no hot water..   Also, the air-condition wasn't was as it was tripping constantly and I did inform the front desk to get some technical assistance to resolve it, however the so called 'assistance' only arrived at 10am next morning which made me to sleep without air-condition the whole night. Even after the technician troubleshoot it, it was still tripping..   I was supposed to stay just one night on 1 March,",March 2015,,,wrote a review Mar 2015,Oman,"['88 contributions', '23 helpful votes']",20,[]
Good overnight stopover,"My company book this hotel for me when passing through Lagos. It is conveniently located within 15 mins of the international and domestic airports but as the Lagos traffic gets busier in the evening this can easily become an hour, not the hotels fault of course but it helps to be aware. Clean, spacious en-suite rooms throughout, some larger than others with comfortable beds and nice linens. Food can take an age for no discernible reason and while the staff are apologetic they cannot explain why a simple pasta dish took 40 minutes to come to the table when there were only 3 other people in the restaurant..!!?? Internet is available throughout the hotel with some rooms even having wired access for extra speed. Very pleasant staff.",February 2015,,,wrote a review Mar 2015,"Dundee, United Kingdom","['31 contributions', '19 helpful votes']",30,[]
Quick trip to the Airport,The hotel is a best choice especially if you have business in the Ikeja area and might need to make a quick dash to the airport and back.The environment is very neat and quiet. The rooms are well kept and spacious for two.The wifi works perfectly so that you can stay in touch with your partners.I especially like the interest the staff show to you in finding out your preferences about the food served.It can serve as a quiet haven if you need a place to think things through.There is a gym for those needing a bit of exercise. Over all the place is really a nice one.,January 2015,,,wrote a review Jan 2015,"Harare, Zimbabwe","['20 contributions', '11 helpful votes']",40,[]
Little more touch...,"Great environment with style,  a little more touch to room accessories, bathrobes, slippers, hairdryer, shaving socket, would place the hotel in the league it wants to belong. If you are around with your family, be ready to pay $100+ for a baby bed -_-.",April 2014,,,wrote a review Apr 2014,"Abuja, Nigeria","['34 contributions', '10 helpful votes']",30,[]
Good,"Nice and comfortable, good environment and their staffs neat and friendly although their food takes a lot of time but it's good.... stayed there a couple of times when around and will definitely come back!",March 2014,,,wrote a review Mar 2014,"Lagos, Nigeria","['18 contributions', '22 helpful votes']",40,[]
Review Title,Review Text,Stay Date,Trip Type,Room Tips,Review Date,Author Location,Author Info,Overall Rating,Specific Ratings
Quiet Comfort in Busy Lagos,"They advertise as being ""in the highbrow section"" of Lagos. I stay here when I'm working in Lagos. I's new, clean and modern, located 15 minutes from Murtala Mohammed Airport, and in Lagos that alone is worth the price of admission.   The staff are great, very accommodating!  It features an in house restaurant but you may find yourself going out to some of the various restaurants within walking distance.  The bar is a quiet place to get together with other residence for a drink but only open until 10pm if I remember correctly.  Rooms equipped digital door locks, safe and small refrigerators which is always handy for longer stays. Health club and swimming pool on the property.  A/C throughout the buildings and business services at the front desk with a small business center if",November 2013,,,wrote a review Mar 2014,"Washington DC, District of Columbia","['81 contributions', '25 helpful votes']",40,[]
One night airport transit stopover,"Food is really good but full menu not available. Breakfast service is too slow - took 45 minutes then they got my order wrong. Waiter made continued excuses for the delay. Had to leave without breakfast as my airport car was waiting. Rooms and bed are nice, clean and comfortable. Room toilet was very small. Staff were most atentative and friendly.  Many stairways in hotel . No elevators. Easy to get lost looking for room. Swimming pool with bar boring and characterless. However main bar was very comfortable. Hotel is located close to the airport.",January 2014,,,wrote a review Jan 2014,philippines,"['6 contributions', '1 helpful vote']",30,[]
Two stars for the staff,"It looks ok from the outside. It doesn't even look terrible from the inside. It is clean indeed, the design is somewhat tacky. The staff is extremely attentive and friendly which makes one's stay really pleasant... between the issues. Too manyt things simply do not work at African Sun. Forget wifi. It's unstable, it's prctically non-existent. Wire works ok.  AC - in my room was not functioning properly - it would go off after 15 minutes. Chcnge of setting didn't help. Bathroom is really small and the manager who decided on quantities of shower gel must have studied homeopathy before. There was not enough of it to wash a hamster. The menu in the restaurant is somewhat impressive, except half of the items are not available. And who gave them the idea to have a price list, in a",October 2013,,,wrote a review Oct 2013,"Zanzibar Island, Tanzania","['98 contributions', '41 helpful votes']",20,[]
Home indeed!,"This almost exclusive hotel is located in the cosy but quiet Ikeja Reserved area making it ideal for the buy executive who wants a quiet rest after a bustling day. Smart, smiling and ever-willing to assist staff greet you on arrival. The rooms are exquisite and truly relaxes the occupant. Great food.",January 2013,,,wrote a review Apr 2013,"Lagos, Nigeria","['20 contributions', '10 helpful votes']",50,[]
